ID,Title,Description,Category_title,Geometry_Coordinates_1,Geometry_Coordinates_2,Geometry_Coordinates_3,Geometry_Coordinates_4,Date,Time
EONET_10529,Wildfire in Angola 1021717,,Wildfires,18.702593017102064  -10.694056469768075,,,,2024-08-20,19:00:00
EONET_10530,Wildfire in Brazil 1021731,,Wildfires,-47.10130632302239  -9.779803531858407,,,,2024-08-20,19:00:00
EONET_10554,Wildfire in Brazil 1021759,,Wildfires,-51.287599424537014  -13.410230836904564,,,,2024-08-20,19:00:00
EONET_10555,Wildfire in Brazil 1021754,,Wildfires,-55.212837624106456  -8.319444121254957,,,,2024-08-20,19:00:00
EONET_10556,Wildfire in Bolivia 1021755,,Wildfires,-65.3952289469378  -12.145173986002597,,,,2024-08-20,19:00:00
EONET_10557,Wildfire in The Democratic Republic of Congo 1021743,,Wildfires,18.723993911720676  -4.19934970499745,,,,2024-08-20,19:00:00
EONET_10602,STAYMAN Wildfire  Chelan  Washington,1.5 miles of Chelan  WA,Wildfires,-120.082726  47.767003,,,,2024-08-20,18:04:00
EONET_10352,Wildfire in The Democratic Republic of Congo 1021554,,Wildfires,25.845081512135724  -8.329870183307753,,,,2024-08-19,19:00:00
EONET_10353,Wildfire in Angola 1021580,,Wildfires,14.657386544007505  -15.127764918809582,,,,2024-08-19,19:00:00
EONET_10391,Wildfire in Australia 1021618,,Wildfires,142.53297824423805  -12.583121338392644,,,,2024-08-19,19:00:00
EONET_10392,Wildfire in South Africa 1021616,,Wildfires,30.477957325033977  -27.73102468462881,,,,2024-08-19,19:00:00
EONET_10393,Wildfire in Angola 1021592,,Wildfires,22.037275354295293  -10.061661635504246,,,,2024-08-19,19:00:00
EONET_10394,Wildfire in Botswana 1021593,,Wildfires,23.414847020884352  -24.54580712808987,,,,2024-08-19,19:00:00
EONET_10395,Wildfire in Bolivia 1021610,,Wildfires,-64.41174632975243  -13.357172842021132,,,,2024-08-19,19:00:00
EONET_10437,Wildfire in Zambia 1021626,,Wildfires,29.682512801227492  -9.70451691132265,,,,2024-08-19,19:00:00
EONET_10438,Wildfire in Angola 1021628,,Wildfires,20.1326531935251  -9.204004871492128,,,,2024-08-19,19:00:00
EONET_10439,Wildfire in Angola 1021629,,Wildfires,20.041163887108056  -10.610290122483022,,,,2024-08-19,19:00:00
EONET_10440,Wildfire in Bolivia 1021660,,Wildfires,-64.98459601380725  -14.033253440919461,,,,2024-08-19,19:00:00
EONET_10441,Wildfire in Brazil 1021661,,Wildfires,-55.64837733151166  -19.863464979942442,,,,2024-08-19,19:00:00
EONET_10442,Wildfire in Brazil 1021627,,Wildfires,-52.66711350810797  -14.936032209948008,,,,2024-08-19,19:00:00
EONET_10443,Wildfire in Angola 1021630,,Wildfires,14.882897184007327  -15.564524552369756,,,,2024-08-19,19:00:00
EONET_10444,Wildfire in Brazil 1021648,,Wildfires,-48.11939281620569  -15.108998139732815,,,,2024-08-19,19:00:00
EONET_10445,Wildfire in Brazil 1021649,,Wildfires,-59.335820496874774  -14.616053198679406,,,,2024-08-19,19:00:00
EONET_10446,Wildfire in Brazil 1021650,,Wildfires,-49.20366202416719  -20.5538931827197,,,,2024-08-19,19:00:00
EONET_10494,Wildfire in Angola 1021672,,Wildfires,18.649071134214388  -10.641506555875718,,,,2024-08-19,19:00:00
EONET_10495,Wildfire in The Democratic Republic of Congo 1021673,,Wildfires,19.2750946668118  -4.037460655661818,,,,2024-08-19,19:00:00
EONET_10496,Wildfire in Bolivia 1021693,,Wildfires,-64.96555668580292  -14.228232041831115,,,,2024-08-19,19:00:00
EONET_10497,Wildfire in Canada 1021694,,Wildfires,-78.86617447568368  50.67464544811803,,,,2024-08-19,19:00:00
EONET_10498,Wildfire in Brazil 1021697,,Wildfires,-52.98930911842247  -14.381029336378543,,,,2024-08-19,19:00:00
EONET_10499,Wildfire in Brazil 1021695,,Wildfires,-49.71687943214779  -20.20503734589964,,,,2024-08-19,19:00:00
EONET_10500,Wildfire in Namibia 1021671,,Wildfires,18.578400317294534  -18.0609421049431,,,,2024-08-19,19:00:00
EONET_10501,Wildfire in The Democratic Republic of Congo 1021674,,Wildfires,17.121123469558114  -6.005563101948217,,,,2024-08-19,19:00:00
EONET_10502,Wildfire in The Democratic Republic of Congo 1021675,,Wildfires,19.829640459883656  -4.196085673202985,,,,2024-08-19,19:00:00
EONET_10503,Wildfire in Brazil 1021711,,Wildfires,-48.14231331760534  -21.423910290270108,,,,2024-08-19,19:00:00
EONET_10531,Wildfire in The Democratic Republic of Congo 1021718,,Wildfires,18.78555632279444  -4.009585428693314,,,,2024-08-19,19:00:00
EONET_10532,Wildfire in Zambia 1021719,,Wildfires,30.26607218511995  -12.214016851547129,,,,2024-08-19,19:00:00
EONET_10533,Wildfire in Bolivia 1021737,,Wildfires,-65.51539872396867  -12.488074451613599,,,,2024-08-19,19:00:00
EONET_10558,Wildfire in Zambia 1021738,,Wildfires,29.728793432770154  -10.413314868681711,,,,2024-08-19,19:00:00
EONET_10559,Wildfire in The Democratic Republic of Congo 1021744,,Wildfires,24.678067717671162  -9.864169819329906,,,,2024-08-19,19:00:00
EONET_10560,Wildfire in The Democratic Republic of Congo 1021745,,Wildfires,20.15059117662694  -4.364547314340713,,,,2024-08-19,19:00:00
EONET_10315,Hobson Wildfire  White Pine  Nevada,,Wildfires,-115.401167  39.9185,,,,2024-08-18,19:13:00
EONET_10322,Wildfire in Angola 1021547,,Wildfires,17.355482116748153  -8.568953569566064,,,,2024-08-18,19:00:00
EONET_10323,Wildfire in Canada 1021524,,Wildfires,-126.56174461956873  53.626137796842706,,,,2024-08-18,19:00:00
EONET_10324,Wildfire in Angola 1021526,,Wildfires,14.7708437105317  -15.009868488705429,,,,2024-08-18,19:00:00
EONET_10354,Wildfire in The Democratic Republic of Congo 1021581,,Wildfires,24.67089417011879  -9.64316045797106,,,,2024-08-18,19:00:00
EONET_10355,Wildfire in Angola 1021559,,Wildfires,20.59502346565309  -16.655632985462372,,,,2024-08-18,19:00:00
EONET_10396,Wildfire in Zambia 1021595,,Wildfires,30.45913150785769  -9.117519965059085,,,,2024-08-18,19:00:00
EONET_10397,Wildfire in The Democratic Republic of Congo 1021598,,Wildfires,21.95107220763888  -6.192132415165204,,,,2024-08-18,19:00:00
EONET_10398,Wildfire in The Democratic Republic of Congo 1021600,,Wildfires,25.91990593602531  -5.141597666271899,,,,2024-08-18,19:00:00
EONET_10399,Wildfire in Brazil 1021611,,Wildfires,-50.700576035534205  -10.795904048884776,,,,2024-08-18,19:00:00
EONET_10400,Wildfire in The Democratic Republic of Congo 1021594,,Wildfires,17.192222881034148  -6.012508980835808,,,,2024-08-18,19:00:00
EONET_10401,Wildfire in Brazil 1021596,,Wildfires,-57.93424395891409  -10.343888428659419,,,,2024-08-18,19:00:00
EONET_10402,Wildfire in Angola 1021597,,Wildfires,16.573502698495982  -15.613476702912346,,,,2024-08-18,19:00:00
EONET_10403,Wildfire in The Democratic Republic of Congo 1021599,,Wildfires,24.67159106082838  -9.481279968209146,,,,2024-08-18,19:00:00
EONET_10404,Wildfire in Brazil 1021619,,Wildfires,-65.16716972261526  -9.619924007931694,,,,2024-08-18,19:00:00
EONET_10447,Wildfire in Angola 1021631,,Wildfires,21.299484169354685  -10.745051849943426,,,,2024-08-18,19:00:00
EONET_10448,Wildfire in Zambia 1021632,,Wildfires,29.77784464694272  -9.855140912109597,,,,2024-08-18,19:00:00
EONET_10449,Wildfire in Brazil 1021651,,Wildfires,-50.33884958207477  -12.028550995637406,,,,2024-08-18,19:00:00
EONET_10504,Wildfire in Namibia 1021676,,Wildfires,20.120853184126148  -19.024780618572063,,,,2024-08-18,19:00:00
EONET_10505,Wildfire in The Democratic Republic of Congo 1021677,,Wildfires,24.461610632037544  -9.034062121040153,,,,2024-08-18,19:00:00
EONET_10506,Wildfire in Namibia 1021678,,Wildfires,20.20266686979774  -19.03229833393915,,,,2024-08-18,19:00:00
EONET_10507,Wildfire in Brazil 1021696,,Wildfires,-57.459901964106486  -16.243005095427407,,,,2024-08-18,19:00:00
EONET_10534,Wildfire in The Democratic Republic of Congo 1021720,,Wildfires,19.42889615068854  -3.4346897658349897,,,,2024-08-18,19:00:00
EONET_10535,Wildfire in Angola 1021721,,Wildfires,20.720185242022787  -11.274087349571033,,,,2024-08-18,19:00:00
EONET_10536,Wildfire in Angola 1021722,,Wildfires,14.960244276921532  -11.473318792546852,,,,2024-08-18,19:00:00
EONET_10537,Wildfire in The Democratic Republic of Congo 1021723,,Wildfires,19.910963202255846  -4.111202525302862,,,,2024-08-18,19:00:00
EONET_10314,0675 OCHOCO Wildfire  Jefferson  Oregon,,Wildfires,-121.127004  44.502607,,,,2024-08-18,16:56:00
EONET_10313,0672 RV N. GILLIAM CNTY ASSIST Wildfire  Gilliam  Oregon,,Wildfires,-120.176422  45.744671,,,,2024-08-18,00:39:00
EONET_10321,Salt Fork Fire Wildfire  Greer  Oklahoma,9 miles west of Mangum  OK on the Salt Fork of the Red River,Wildfires,-99.6672222  34.8513889,,,,2024-08-17,19:34:00
EONET_10216,Wildfire in South Africa 1021431,,Wildfires,26.910863713178912  -29.349915008216968,,,,2024-08-17,19:00:00
EONET_10217,Wildfire in Angola 1021452,,Wildfires,21.4414821013812  -8.848977456204153,,,,2024-08-17,19:00:00
EONET_10218,Wildfire in Australia 1021457,,Wildfires,136.69560469798662  -16.034501116526293,,,,2024-08-17,19:00:00
EONET_10325,Wildfire in South Africa 1021528,,Wildfires,31.333533614272422  -25.176506265036384,,,,2024-08-17,19:00:00
EONET_10326,Wildfire in The Democratic Republic of Congo 1021527,,Wildfires,25.62418975332685  -7.799766425692636,,,,2024-08-17,19:00:00
EONET_10356,Wildfire in South Africa 1021561,,Wildfires,26.831322073280894  -32.31492771815524,,,,2024-08-17,19:00:00
EONET_10357,Wildfire in South Africa 1021560,,Wildfires,26.88935649957571  -31.82760517769422,,,,2024-08-17,19:00:00
EONET_10358,Wildfire in Bolivia 1021576,,Wildfires,-67.74382354041  -13.027538407940568,,,,2024-08-17,19:00:00
EONET_10359,Wildfire in Australia 1021577,,Wildfires,130.28405070932382  -15.628496477849184,,,,2024-08-17,19:00:00
EONET_10360,Wildfire in Brazil 1021584,,Wildfires,-52.021872043619034  -8.339323297309734,,,,2024-08-17,19:00:00
EONET_10361,Wildfire in Russian Federation 1021585,,Wildfires,120.23787619540342  54.03368022512155,,,,2024-08-17,19:00:00
EONET_10362,Wildfire in Brazil 1021586,,Wildfires,-53.68411988978577  -14.0539199215023,,,,2024-08-17,19:00:00
EONET_10405,Wildfire in Tanzania 1021601,,Wildfires,32.15521749682129  -7.50821421755157,,,,2024-08-17,19:00:00
EONET_10406,Wildfire in Zambia 1021617,,Wildfires,26.549197662329835  -14.567319898658539,,,,2024-08-17,19:00:00
EONET_10407,Wildfire in Tanzania 1021590,,Wildfires,32.15594100541187  -7.652192212490783,,,,2024-08-17,19:00:00
EONET_10450,Wildfire in Zambia 1021633,,Wildfires,30.287910072534736  -9.701743369102253,,,,2024-08-17,19:00:00
EONET_10451,Wildfire in The Democratic Republic of Congo 1021634,,Wildfires,25.37324285588733  -9.128296227244679,,,,2024-08-17,19:00:00
EONET_10452,Wildfire in Tanzania 1021635,,Wildfires,32.13733372024313  -7.493675131742954,,,,2024-08-17,19:00:00
EONET_10453,Wildfire in Brazil 1021662,,Wildfires,-56.052433635477506  -15.913119357844963,,,,2024-08-17,19:00:00
EONET_10454,Wildfire in Brazil 1021652,,Wildfires,-55.869894960635186  -16.069139658964882,,,,2024-08-17,19:00:00
EONET_10455,Wildfire in Brazil 1021653,,Wildfires,-53.709149171839044  -23.11702034831264,,,,2024-08-17,19:00:00
EONET_10508,Wildfire in Angola 1021663,,Wildfires,16.191620709398666  -15.528318465595987,,,,2024-08-17,19:00:00
EONET_10509,Wildfire in Angola 1021679,,Wildfires,19.006718534327472  -9.196688947809351,,,,2024-08-17,19:00:00
EONET_10510,Wildfire in Brazil 1021680,,Wildfires,-58.4499052700728  -13.872841205638352,,,,2024-08-17,19:00:00
EONET_10511,Wildfire in Angola 1021681,,Wildfires,20.596128354802946  -17.54608752792182,,,,2024-08-17,19:00:00
EONET_10631,Sheveluch Volcano  Russia,,Volcanoes,161.36  56.653,,,,2024-08-17,00:00:00
EONET_10317,Fish Creek Wildfire  Teton  Wyoming,Approximately 7-miles southwest of Togwotee Pass,Wildfires,-110.1454  43.67445,,,,2024-08-16,22:15:00
EONET_10149,Wildfire in Canada 1021391,,Wildfires,-123.67190678699345  64.9511126731221,,,,2024-08-16,19:00:00
EONET_10150,Wildfire in Canada 1021392,,Wildfires,-122.59712626346071  64.28859478580976,,,,2024-08-16,19:00:00
EONET_10183,Wildfire in Russian Federation 1021420,,Wildfires,144.07696946404022  69.02200862646443,,,,2024-08-16,19:00:00
EONET_10219,Wildfire in Bolivia  Brazil 1021448,,Wildfires,-59.00400914737556  -16.35651746127349,,,,2024-08-16,19:00:00
EONET_10220,Wildfire in Bolivia 1021449,,Wildfires,-60.5260635491372  -15.527189143915235,,,,2024-08-16,19:00:00
EONET_10221,Wildfire in Russian Federation 1021450,,Wildfires,144.0386200207036  69.02587485093144,,,,2024-08-16,19:00:00
EONET_10222,Wildfire in Zambia 1021432,,Wildfires,24.861388737887957  -13.007554483430836,,,,2024-08-16,19:00:00
EONET_10223,Wildfire in Botswana 1021433,,Wildfires,22.46100964161343  -23.723480592500124,,,,2024-08-16,19:00:00
EONET_10224,Wildfire in Botswana 1021428,,Wildfires,23.54986140218745  -23.27515866659453,,,,2024-08-16,19:00:00
EONET_10327,Wildfire in Tanzania 1021529,,Wildfires,36.17121110845521  -4.345219917719843,,,,2024-08-16,19:00:00
EONET_10328,Wildfire in Zambia 1021530,,Wildfires,24.73399294616355  -13.061730127149414,,,,2024-08-16,19:00:00
EONET_10329,Wildfire in Angola 1021548,,Wildfires,14.76655194848175  -15.009915766725289,,,,2024-08-16,19:00:00
EONET_10330,Wildfire in Russian Federation 1021549,,Wildfires,121.6788199642032  64.08137103251273,,,,2024-08-16,19:00:00
EONET_10331,Wildfire in Brazil 1021550,,Wildfires,-57.6750405495506  -20.9372753744317,,,,2024-08-16,19:00:00
EONET_10332,Wildfire in Brazil 1021551,,Wildfires,-58.59136899301113  -15.006413334848348,,,,2024-08-16,19:00:00
EONET_10333,Wildfire in Australia 1021542,,Wildfires,143.10322199577638  -17.4206598043995,,,,2024-08-16,19:00:00
EONET_10334,Wildfire in Russian Federation 1021543,,Wildfires,143.5931789803035  69.41162942313022,,,,2024-08-16,19:00:00
EONET_10363,Wildfire in Brazil 1021587,,Wildfires,-46.654445335505706  -11.464331221177027,,,,2024-08-16,19:00:00
EONET_10364,Wildfire in Brazil 1021588,,Wildfires,-52.77155839918529  -6.1556532013261585,,,,2024-08-16,19:00:00
EONET_10365,Wildfire in Angola 1021582,,Wildfires,14.13217526508073  -14.363827117269665,,,,2024-08-16,19:00:00
EONET_10366,Wildfire in Angola 1021583,,Wildfires,21.051946984861384  -10.916192238847856,,,,2024-08-16,19:00:00
EONET_10367,Wildfire in Australia 1021579,,Wildfires,134.1623335138918  -19.81456348343213,,,,2024-08-16,19:00:00
EONET_10368,Wildfire in The Democratic Republic of Congo 1021555,,Wildfires,25.81659981647499  -7.888538629670715,,,,2024-08-16,19:00:00
EONET_10369,Wildfire in Canada 1021556,,Wildfires,-122.99033780717546  62.45608552701259,,,,2024-08-16,19:00:00
EONET_10370,Wildfire in Brazil  Paraguay 1021578,,Wildfires,-57.82566623082564  -20.71690415390831,,,,2024-08-16,19:00:00
EONET_10371,Wildfire in The Democratic Republic of Congo 1021562,,Wildfires,24.831500782801076  -9.550384171907004,,,,2024-08-16,19:00:00
EONET_10372,Wildfire in The Democratic Republic of Congo  Zambia 1021563,,Wildfires,29.51704672920795  -12.5042798535114,,,,2024-08-16,19:00:00
EONET_10373,Wildfire in The Democratic Republic of Congo 1021564,,Wildfires,21.57438089627771  -6.667260367434586,,,,2024-08-16,19:00:00
EONET_10374,Wildfire in The Democratic Republic of Congo 1021565,,Wildfires,24.56585659887622  -9.971522045282189,,,,2024-08-16,19:00:00
EONET_10408,Wildfire in Zambia 1021602,,Wildfires,25.867415867661276  -16.213580571561575,,,,2024-08-16,19:00:00
EONET_10409,Wildfire in Brazil 1021612,,Wildfires,-46.020019879175685  -13.90673779988618,,,,2024-08-16,19:00:00
EONET_10410,Wildfire in Brazil 1021613,,Wildfires,-65.51283335549732  -9.114601392980159,,,,2024-08-16,19:00:00
EONET_10411,Wildfire in Brazil 1021614,,Wildfires,-50.37555274362972  -10.35332270361893,,,,2024-08-16,19:00:00
EONET_10412,Wildfire in South Africa 1021603,,Wildfires,26.777772821375294  -32.46110695703945,,,,2024-08-16,19:00:00
EONET_10456,Wildfire in Zambia 1021636,,Wildfires,30.748795517503485  -11.327426083891908,,,,2024-08-16,19:00:00
EONET_10457,Wildfire in The Democratic Republic of Congo 1021637,,Wildfires,25.213040209098377  -9.210081757749375,,,,2024-08-16,19:00:00
EONET_10458,Wildfire in The Democratic Republic of Congo 1021638,,Wildfires,28.353766566876804  -5.680019408461655,,,,2024-08-16,19:00:00
EONET_10459,Wildfire in Zambia 1021639,,Wildfires,30.462489117927202  -9.113589538219076,,,,2024-08-16,19:00:00
EONET_10460,Wildfire in The Democratic Republic of Congo 1021640,,Wildfires,21.461900649713396  -6.652505603621824,,,,2024-08-16,19:00:00
EONET_10461,Wildfire in The Democratic Republic of Congo 1021641,,Wildfires,21.970668342793374  -6.16862536120534,,,,2024-08-16,19:00:00
EONET_10462,Wildfire in Tanzania 1021621,,Wildfires,31.104324417047664  -3.7803626601547813,,,,2024-08-16,19:00:00
EONET_10316,Dirt Road Wildfire  King  Texas,The fire is 18 miles Southwest of Guthrie  TX,Wildfires,-100.5010333  33.41166667,,,,2024-08-16,16:29:00
EONET_10099,Midway Pasture Wildfire  Wilbarger  Texas,,Wildfires,-99.1963  33.95502,,,,2024-08-15,21:52:00
EONET_10151,Wildfire in The Democratic Republic of Congo 1021368,,Wildfires,17.04715240493347  -6.912758561988537,,,,2024-08-15,19:00:00
EONET_10152,Wildfire in Australia 1021393,,Wildfires,134.4004731776261  -15.213237342173356,,,,2024-08-15,19:00:00
EONET_10153,Wildfire in Bolivia 1021394,,Wildfires,-66.37930037925655  -13.614037721101345,,,,2024-08-15,19:00:00
EONET_10154,Wildfire in Angola 1021390,,Wildfires,14.884463557064992  -15.745869801399733,,,,2024-08-15,19:00:00
EONET_10184,Wildfire in Brazil 1021416,,Wildfires,-44.913885850134925  -6.531666176217323,,,,2024-08-15,19:00:00
EONET_10185,Wildfire in Canada 1021399,,Wildfires,-122.59083700038923  64.23884816860199,,,,2024-08-15,19:00:00
EONET_10186,Wildfire in Brazil 1021419,,Wildfires,-57.44374800299536  -19.691099764240462,,,,2024-08-15,19:00:00
EONET_10187,Wildfire in Australia 1021422,,Wildfires,146.46254756769042  -19.445865520877568,,,,2024-08-15,19:00:00
EONET_10188,Wildfire in Russian Federation 1021423,,Wildfires,142.23005566361198  68.9366624004366,,,,2024-08-15,19:00:00
EONET_10225,Wildfire in Angola 1021436,,Wildfires,18.186797493900553  -16.417827300045683,,,,2024-08-15,19:00:00
EONET_10226,Wildfire in Tanzania 1021434,,Wildfires,36.261990742175016  -4.409504130362149,,,,2024-08-15,19:00:00
EONET_10227,Wildfire in Angola 1021435,,Wildfires,16.333473659407257  -16.013300944660642,,,,2024-08-15,19:00:00
EONET_10228,Wildfire in Angola 1021437,,Wildfires,21.10090110866892  -11.026889897796172,,,,2024-08-15,19:00:00
EONET_10229,Wildfire in Russian Federation 1021453,,Wildfires,141.985313897172  69.11479502324356,,,,2024-08-15,19:00:00
EONET_10230,Wildfire in Russian Federation 1021454,,Wildfires,142.76688800355555  68.76370122732463,,,,2024-08-15,19:00:00
EONET_10231,Wildfire in Brazil 1021455,,Wildfires,-51.57710448376932  -9.138725051337293,,,,2024-08-15,19:00:00
EONET_10232,Wildfire in Canada 1021458,,Wildfires,-120.01546486850914  64.65713982859342,,,,2024-08-15,19:00:00
EONET_10233,Wildfire in Canada 1021459,,Wildfires,-120.6051273183782  63.98681824050909,,,,2024-08-15,19:00:00
EONET_10234,Wildfire in Canada 1021460,,Wildfires,-123.39090936175546  64.7139063194049,,,,2024-08-15,19:00:00
EONET_10335,Wildfire in Brazil 1021544,,Wildfires,-51.15765695296444  -8.297331295752784,,,,2024-08-15,19:00:00
EONET_10336,Wildfire in Russian Federation 1021545,,Wildfires,144.01822147753794  69.22920659263644,,,,2024-08-15,19:00:00
EONET_10337,Wildfire in Russian Federation 1021525,,Wildfires,144.07120327644316  69.02867831452956,,,,2024-08-15,19:00:00
EONET_10338,Wildfire in Angola 1021533,,Wildfires,21.423297998618075  -10.68048222308252,,,,2024-08-15,19:00:00
EONET_10339,Wildfire in The Democratic Republic of Congo 1021534,,Wildfires,25.52152560863305  -7.740737743041881,,,,2024-08-15,19:00:00
EONET_10340,Wildfire in Brazil 1021531,,Wildfires,-46.756749462323064  -11.22332548874868,,,,2024-08-15,19:00:00
EONET_10341,Wildfire in Angola 1021532,,Wildfires,18.065970502911195  -10.504983087218301,,,,2024-08-15,19:00:00
EONET_10342,Wildfire in The Democratic Republic of Congo 1021535,,Wildfires,24.93645939962921  -8.256331414260751,,,,2024-08-15,19:00:00
EONET_10375,Wildfire in The Democratic Republic of Congo 1021566,,Wildfires,25.378189712165963  -9.64990579642114,,,,2024-08-15,19:00:00
EONET_10376,Wildfire in The Democratic Republic of Congo 1021567,,Wildfires,24.42772265920753  -9.774174917078032,,,,2024-08-15,19:00:00
EONET_10377,Wildfire in The Democratic Republic of Congo 1021568,,Wildfires,25.290434739395526  -10.121315224404313,,,,2024-08-15,19:00:00
EONET_10378,Wildfire in The Democratic Republic of Congo 1021572,,Wildfires,21.268229733561103  -6.589635278350551,,,,2024-08-15,19:00:00
EONET_10379,Wildfire in Zambia 1021557,,Wildfires,29.447953796386937  -12.22904487258654,,,,2024-08-15,19:00:00
EONET_10380,Wildfire in Angola 1021569,,Wildfires,17.191790731576013  -15.206478548849612,,,,2024-08-15,19:00:00
EONET_10381,Wildfire in Angola 1021570,,Wildfires,19.45642592034801  -9.36943530369533,,,,2024-08-15,19:00:00
EONET_10382,Wildfire in Angola 1021571,,Wildfires,15.878667943882531  -6.6996872068563995,,,,2024-08-15,19:00:00
EONET_10383,Wildfire in Brazil 1021589,,Wildfires,-51.82051888920463  -14.248206709648354,,,,2024-08-15,19:00:00
EONET_10413,Wildfire in The Democratic Republic of Congo 1021604,,Wildfires,29.657919482043514  -8.15884871761591,,,,2024-08-15,19:00:00
EONET_10414,Wildfire in The Democratic Republic of Congo 1021605,,Wildfires,23.55624937150024  -7.40196073802995,,,,2024-08-15,19:00:00
EONET_10415,Wildfire in Angola 1021606,,Wildfires,16.904495155515807  -16.57109860128322,,,,2024-08-15,19:00:00
EONET_10416,Wildfire in Angola 1021607,,Wildfires,18.430516955142163  -11.560017374089897,,,,2024-08-15,19:00:00
EONET_10417,Wildfire in The Democratic Republic of Congo 1021608,,Wildfires,21.674647093477933  -6.768012086849946,,,,2024-08-15,19:00:00
EONET_10418,Wildfire in Angola 1021609,,Wildfires,17.353484112894797  -8.548102832918348,,,,2024-08-15,19:00:00
EONET_10212,Iceberg B22F,,Sea and Lake Ice,-127.41  -72.61,-140.7  -74.12,-143.13  -74.37,-145.92  -74.74,2024-08-15,00:00:00
EONET_10213,Iceberg B22G,,Sea and Lake Ice,-127.08  -72.46,-137.53  -74.03,-139.07  -74.36,-141.7  -74.53,2024-08-15,00:00:00
EONET_10104,Bertha Hill Wildfire  Crook  Wyoming,Crook County  14 miles NW of Carlisle  WY,Wildfires,-105.0452778  44.6011111,,,,2024-08-14,19:42:00
EONET_10155,Wildfire in The Democratic Republic of Congo 1021370,,Wildfires,24.766514565101595  -9.459371727384466,,,,2024-08-14,19:00:00
EONET_10156,Wildfire in Angola 1021371,,Wildfires,20.415381551965385  -17.21408376205333,,,,2024-08-14,19:00:00
EONET_10157,Wildfire in Zambia 1021395,,Wildfires,29.347297830002056  -10.203019107430803,,,,2024-08-14,19:00:00
EONET_10158,Wildfire in Angola 1021369,,Wildfires,16.45371058735389  -15.204589639710662,,,,2024-08-14,19:00:00
EONET_10159,Wildfire in Brazil 1021384,,Wildfires,-54.978336437133194  -14.380232805755654,,,,2024-08-14,19:00:00
EONET_10189,Wildfire in The Democratic Republic of Congo 1021400,,Wildfires,23.061710798087102  -8.900375811948512,,,,2024-08-14,19:00:00
EONET_10190,Wildfire in The Democratic Republic of Congo 1021401,,Wildfires,21.37816851896172  -3.451888362430587,,,,2024-08-14,19:00:00
EONET_10235,Wildfire in Zambia 1021439,,Wildfires,30.584870297616494  -10.660066892547833,,,,2024-08-14,19:00:00
EONET_10236,Wildfire in The Democratic Republic of Congo 1021440,,Wildfires,23.433258983842425  -4.926561803362454,,,,2024-08-14,19:00:00
EONET_10237,Wildfire in Canada 1021456,,Wildfires,-123.90133593746089  64.9177837462588,,,,2024-08-14,19:00:00
EONET_10238,Wildfire in Australia 1021451,,Wildfires,138.33300498084375  -17.70963133471235,,,,2024-08-14,19:00:00
EONET_10239,Wildfire in The Democratic Republic of Congo 1021438,,Wildfires,28.785128113361793  -12.10903998235328,,,,2024-08-14,19:00:00
EONET_10240,Wildfire in Angola 1021441,,Wildfires,21.04976976342744  -10.095316585123918,,,,2024-08-14,19:00:00
EONET_10241,Wildfire in Angola 1021429,,Wildfires,13.572550389565729  -16.81731908141312,,,,2024-08-14,19:00:00
EONET_10343,Wildfire in Angola 1021536,,Wildfires,22.00719009391372  -10.293226943290037,,,,2024-08-14,19:00:00
EONET_10344,Wildfire in Zambia 1021537,,Wildfires,29.06201007303522  -10.854451402082105,,,,2024-08-14,19:00:00
EONET_10345,Wildfire in Zambia 1021538,,Wildfires,24.91097748294383  -12.794155833770668,,,,2024-08-14,19:00:00
EONET_10346,Wildfire in Zambia 1021539,,Wildfires,25.762957548499344  -15.246023502126656,,,,2024-08-14,19:00:00
EONET_10347,Wildfire in Angola 1021540,,Wildfires,16.363496949193795  -16.025662067679104,,,,2024-08-14,19:00:00
EONET_10348,Wildfire in Brazil 1021546,,Wildfires,-56.909367507947586  -20.662072731832314,,,,2024-08-14,19:00:00
EONET_10349,Wildfire in Russian Federation 1021552,,Wildfires,121.75800162823742  62.85505856803162,,,,2024-08-14,19:00:00
EONET_10350,Wildfire in Russian Federation 1021553,,Wildfires,119.72098331146397  62.57094217480084,,,,2024-08-14,19:00:00
EONET_10384,Wildfire in Zambia 1021558,,Wildfires,30.563430740618436  -10.634284623562651,,,,2024-08-14,19:00:00
EONET_10385,Wildfire in Angola 1021573,,Wildfires,16.501196238145546  -6.459655003739768,,,,2024-08-14,19:00:00
EONET_10386,Wildfire in The Democratic Republic of Congo 1021574,,Wildfires,16.211059587972834  -5.5375112419527115,,,,2024-08-14,19:00:00
EONET_10387,Wildfire in Angola 1021575,,Wildfires,19.879827097988027  -9.817893018810834,,,,2024-08-14,19:00:00
EONET_10101,Circle Bar Wildfire  Big Horn  Montana,32 miles S of Ashland  MT,Wildfires,-106.47125  45.161333,,,,2024-08-14,14:56:00
EONET_10103,Bertha Hill Wildfire  Crook  Wyoming,Crook County  14 miles NW of Carlisle  WY,Wildfires,-105.0455  44.601167,,,,2024-08-14,14:47:00
EONET_10061,Wildfire in South Africa 1021289,,Wildfires,29.64603693181546  -29.444975157825493,,,,2024-08-13,19:00:00
EONET_10062,Wildfire in Brazil 1021318,,Wildfires,-50.59520744532389  -11.775961317041746,,,,2024-08-13,19:00:00
EONET_10063,Wildfire in Angola 1021290,,Wildfires,14.0429357884316  -16.330088881460952,,,,2024-08-13,19:00:00
